imagepath,videopath,video_num_frames,video_classes_present,video_name,video_category,video_total_targets,frame_number,frame_num_targets,split
G:\2025-05-14_videos_annotated\images\A03_1abbe500-66cb-3425-b91e-528e7effa815_224.jpg,A03_1abbe500-66cb-3425-b91e-528e7effa815,10,,A03_1abbe500-66cb-3425-b91e-528e7effa815,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_1abbe500-66cb-3425-b91e-528e7effa815_24.jpg,A03_1abbe500-66cb-3425-b91e-528e7effa815,10,,A03_1abbe500-66cb-3425-b91e-528e7effa815,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_1abbe500-66cb-3425-b91e-528e7effa815_49.jpg,A03_1abbe500-66cb-3425-b91e-528e7effa815,10,,A03_1abbe500-66cb-3425-b91e-528e7effa815,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_1abbe500-66cb-3425-b91e-528e7effa815_74.jpg,A03_1abbe500-66cb-3425-b91e-528e7effa815,10,,A03_1abbe500-66cb-3425-b91e-528e7effa815,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_1abbe500-66cb-3425-b91e-528e7effa815_99.jpg,A03_1abbe500-66cb-3425-b91e-528e7effa815,10,,A03_1abbe500-66cb-3425-b91e-528e7effa815,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6_0.jpg,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,10,,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6_124.jpg,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,10,,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6_149.jpg,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,10,,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6_174.jpg,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,10,,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6_199.jpg,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,10,,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6_224.jpg,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,10,,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6_24.jpg,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,10,,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6_49.jpg,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,10,,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6_74.jpg,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,10,,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6_99.jpg,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,10,,A03_00e23ba9-6b34-3dc4-8389-4da59dea24c6,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c_0.jpg,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,10,,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c_124.jpg,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,10,,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c_149.jpg,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,10,,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c_174.jpg,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,10,,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c_199.jpg,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,10,,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c_224.jpg,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,10,,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c_24.jpg,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,10,,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c_49.jpg,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,10,,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c_74.jpg,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,10,,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c_99.jpg,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,10,,A03_3c37cfe4-708f-3103-bfa5-88241e66ca5c,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_2ca13766-c389-3cf0-84de-5ed75e5489e3_0.jpg,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,10,,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_2ca13766-c389-3cf0-84de-5ed75e5489e3_124.jpg,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,10,,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_2ca13766-c389-3cf0-84de-5ed75e5489e3_149.jpg,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,10,,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_2ca13766-c389-3cf0-84de-5ed75e5489e3_174.jpg,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,10,,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_2ca13766-c389-3cf0-84de-5ed75e5489e3_199.jpg,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,10,,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_2ca13766-c389-3cf0-84de-5ed75e5489e3_224.jpg,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,10,,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_2ca13766-c389-3cf0-84de-5ed75e5489e3_24.jpg,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,10,,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_2ca13766-c389-3cf0-84de-5ed75e5489e3_49.jpg,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,10,,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_2ca13766-c389-3cf0-84de-5ed75e5489e3_74.jpg,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,10,,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_2ca13766-c389-3cf0-84de-5ed75e5489e3_99.jpg,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,10,,A03_2ca13766-c389-3cf0-84de-5ed75e5489e3,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_300f2ff0-f9e5-3007-b338-2b9edc587b12_0.jpg,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,10,,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_300f2ff0-f9e5-3007-b338-2b9edc587b12_124.jpg,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,10,,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_300f2ff0-f9e5-3007-b338-2b9edc587b12_149.jpg,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,10,,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_300f2ff0-f9e5-3007-b338-2b9edc587b12_174.jpg,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,10,,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_300f2ff0-f9e5-3007-b338-2b9edc587b12_199.jpg,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,10,,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_300f2ff0-f9e5-3007-b338-2b9edc587b12_224.jpg,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,10,,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_300f2ff0-f9e5-3007-b338-2b9edc587b12_24.jpg,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,10,,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_300f2ff0-f9e5-3007-b338-2b9edc587b12_49.jpg,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,10,,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_300f2ff0-f9e5-3007-b338-2b9edc587b12_74.jpg,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,10,,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_300f2ff0-f9e5-3007-b338-2b9edc587b12_99.jpg,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,10,,A03_300f2ff0-f9e5-3007-b338-2b9edc587b12,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_07d5ad53-3873-3402-b44b-50b8824f8500_0.jpg,A03_07d5ad53-3873-3402-b44b-50b8824f8500,10,,A03_07d5ad53-3873-3402-b44b-50b8824f8500,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_07d5ad53-3873-3402-b44b-50b8824f8500_124.jpg,A03_07d5ad53-3873-3402-b44b-50b8824f8500,10,,A03_07d5ad53-3873-3402-b44b-50b8824f8500,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_07d5ad53-3873-3402-b44b-50b8824f8500_149.jpg,A03_07d5ad53-3873-3402-b44b-50b8824f8500,10,,A03_07d5ad53-3873-3402-b44b-50b8824f8500,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_07d5ad53-3873-3402-b44b-50b8824f8500_174.jpg,A03_07d5ad53-3873-3402-b44b-50b8824f8500,10,,A03_07d5ad53-3873-3402-b44b-50b8824f8500,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_07d5ad53-3873-3402-b44b-50b8824f8500_199.jpg,A03_07d5ad53-3873-3402-b44b-50b8824f8500,10,,A03_07d5ad53-3873-3402-b44b-50b8824f8500,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_07d5ad53-3873-3402-b44b-50b8824f8500_224.jpg,A03_07d5ad53-3873-3402-b44b-50b8824f8500,10,,A03_07d5ad53-3873-3402-b44b-50b8824f8500,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_07d5ad53-3873-3402-b44b-50b8824f8500_24.jpg,A03_07d5ad53-3873-3402-b44b-50b8824f8500,10,,A03_07d5ad53-3873-3402-b44b-50b8824f8500,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_07d5ad53-3873-3402-b44b-50b8824f8500_49.jpg,A03_07d5ad53-3873-3402-b44b-50b8824f8500,10,,A03_07d5ad53-3873-3402-b44b-50b8824f8500,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_07d5ad53-3873-3402-b44b-50b8824f8500_74.jpg,A03_07d5ad53-3873-3402-b44b-50b8824f8500,10,,A03_07d5ad53-3873-3402-b44b-50b8824f8500,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_07d5ad53-3873-3402-b44b-50b8824f8500_99.jpg,A03_07d5ad53-3873-3402-b44b-50b8824f8500,10,,A03_07d5ad53-3873-3402-b44b-50b8824f8500,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_1dd00fe9-b760-382c-90d3-8762d7c31127_0.jpg,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,10,,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_1dd00fe9-b760-382c-90d3-8762d7c31127_124.jpg,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,10,,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_1dd00fe9-b760-382c-90d3-8762d7c31127_149.jpg,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,10,,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_1dd00fe9-b760-382c-90d3-8762d7c31127_174.jpg,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,10,,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_1dd00fe9-b760-382c-90d3-8762d7c31127_199.jpg,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,10,,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_1dd00fe9-b760-382c-90d3-8762d7c31127_224.jpg,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,10,,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_1dd00fe9-b760-382c-90d3-8762d7c31127_24.jpg,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,10,,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_1dd00fe9-b760-382c-90d3-8762d7c31127_49.jpg,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,10,,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_1dd00fe9-b760-382c-90d3-8762d7c31127_74.jpg,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,10,,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_1dd00fe9-b760-382c-90d3-8762d7c31127_99.jpg,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,10,,A03_1dd00fe9-b760-382c-90d3-8762d7c31127,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_30f4674d-cd75-37e6-9d10-bf51162f9daa_0.jpg,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,10,,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_30f4674d-cd75-37e6-9d10-bf51162f9daa_124.jpg,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,10,,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_30f4674d-cd75-37e6-9d10-bf51162f9daa_149.jpg,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,10,,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_30f4674d-cd75-37e6-9d10-bf51162f9daa_174.jpg,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,10,,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_30f4674d-cd75-37e6-9d10-bf51162f9daa_199.jpg,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,10,,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_30f4674d-cd75-37e6-9d10-bf51162f9daa_224.jpg,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,10,,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_30f4674d-cd75-37e6-9d10-bf51162f9daa_24.jpg,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,10,,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_30f4674d-cd75-37e6-9d10-bf51162f9daa_49.jpg,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,10,,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_30f4674d-cd75-37e6-9d10-bf51162f9daa_74.jpg,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,10,,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_30f4674d-cd75-37e6-9d10-bf51162f9daa_99.jpg,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,10,,A03_30f4674d-cd75-37e6-9d10-bf51162f9daa,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_1d386bd9-dfea-3b10-8f46-23d926169f61_0.jpg,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,10,,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_1d386bd9-dfea-3b10-8f46-23d926169f61_124.jpg,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,10,,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_1d386bd9-dfea-3b10-8f46-23d926169f61_149.jpg,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,10,,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_1d386bd9-dfea-3b10-8f46-23d926169f61_174.jpg,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,10,,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_1d386bd9-dfea-3b10-8f46-23d926169f61_199.jpg,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,10,,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_1d386bd9-dfea-3b10-8f46-23d926169f61_224.jpg,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,10,,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_1d386bd9-dfea-3b10-8f46-23d926169f61_24.jpg,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,10,,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_1d386bd9-dfea-3b10-8f46-23d926169f61_49.jpg,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,10,,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_1d386bd9-dfea-3b10-8f46-23d926169f61_74.jpg,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,10,,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_1d386bd9-dfea-3b10-8f46-23d926169f61_99.jpg,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,10,,A03_1d386bd9-dfea-3b10-8f46-23d926169f61,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_170f4cde-978e-3d98-bc45-e597f3b36e16_0.jpg,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,10,,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_170f4cde-978e-3d98-bc45-e597f3b36e16_124.jpg,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,10,,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_170f4cde-978e-3d98-bc45-e597f3b36e16_149.jpg,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,10,,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_170f4cde-978e-3d98-bc45-e597f3b36e16_174.jpg,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,10,,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_170f4cde-978e-3d98-bc45-e597f3b36e16_199.jpg,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,10,,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_170f4cde-978e-3d98-bc45-e597f3b36e16_224.jpg,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,10,,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_170f4cde-978e-3d98-bc45-e597f3b36e16_24.jpg,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,10,,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_170f4cde-978e-3d98-bc45-e597f3b36e16_49.jpg,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,10,,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_170f4cde-978e-3d98-bc45-e597f3b36e16_74.jpg,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,10,,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_170f4cde-978e-3d98-bc45-e597f3b36e16_99.jpg,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,10,,A03_170f4cde-978e-3d98-bc45-e597f3b36e16,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60_0.jpg,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,10,,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60_124.jpg,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,10,,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60_149.jpg,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,10,,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60_174.jpg,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,10,,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,background,0,174,0,train
G:\2025-05-14_videos_annotated\images\A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60_199.jpg,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,10,,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,background,0,199,0,train
G:\2025-05-14_videos_annotated\images\A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60_224.jpg,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,10,,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,background,0,224,0,train
G:\2025-05-14_videos_annotated\images\A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60_24.jpg,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,10,,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,background,0,24,0,train
G:\2025-05-14_videos_annotated\images\A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60_49.jpg,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,10,,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,background,0,49,0,train
G:\2025-05-14_videos_annotated\images\A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60_74.jpg,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,10,,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,background,0,74,0,train
G:\2025-05-14_videos_annotated\images\A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60_99.jpg,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,10,,A03_0c969ee9-6e20-3482-bfdd-a7b474bcef60,background,0,99,0,train
G:\2025-05-14_videos_annotated\images\A03_1fdb6a9c-c1aa-3507-8eef-3aa2a4454414_0.jpg,A03_1fdb6a9c-c1aa-3507-8eef-3aa2a4454414,10,,A03_1fdb6a9c-c1aa-3507-8eef-3aa2a4454414,background,0,0,0,train
G:\2025-05-14_videos_annotated\images\A03_1fdb6a9c-c1aa-3507-8eef-3aa2a4454414_124.jpg,A03_1fdb6a9c-c1aa-3507-8eef-3aa2a4454414,10,,A03_1fdb6a9c-c1aa-3507-8eef-3aa2a4454414,background,0,124,0,train
G:\2025-05-14_videos_annotated\images\A03_1fdb6a9c-c1aa-3507-8eef-3aa2a4454414_149.jpg,A03_1fdb6a9c-c1aa-3507-8eef-3aa2a4454414,10,,A03_1fdb6a9c-c1aa-3507-8eef-3aa2a4454414,background,0,149,0,train
G:\2025-05-14_videos_annotated\images\A03_1fdb6a9c-c1aa-3507-8eef-3aa2a4454414_174.jpg,A03_1fdb6a9c-c1aa-3507-8eef-3aa2a4454414,10,,A03_1fdb6a9c-c1aa-3507-8eef-3aa2a4454414,background,0,174,0,train
